code,section,date,open,high,low,close,vol,value,n_stock,agg_price,foreign_rate,agency_buy,agency_netbuy
A012450,KOSPI,20210726,1047,51300,51400,51300,51400,0,30640000,0,0,0.0,0
A012450,KOSPI,20210726,1046,51300,51400,51300,51400,0,75830000,0,0,0.0,0
A012450,KOSPI,20210726,1045,51300,51400,51300,51300,0,10470000,0,0,0.0,0
A012450,KOSPI,20210726,1044,51400,51400,51300,51300,0,6720000,0,0,0.0,0
A012450,KOSPI,20210726,1043,51400,51400,51300,51400,0,12930000,0,0,0.0,0
A012450,KOSPI,20210726,1042,51300,51400,51200,51400,0,15710000,0,0,0.0,0
A012450,KOSPI,20210726,1041,51200,51300,51200,51300,0,104540000,0,0,0.0,0
A012450,KOSPI,20210726,1040,51300,51300,51200,51200,0,6710000,0,0,0.0,0
A012450,KOSPI,20210726,1039,51200,51300,51200,51200,0,40290000,0,0,0.0,0
A012450,KOSPI,20210726,1038,51200,51300,51200,51200,0,8460000,0,0,0.0,0
A012450,KOSPI,20210726,1037,51200,51300,51200,51200,0,4960000,0,0,0.0,0
A012450,KOSPI,20210726,1036,51300,51300,51200,51200,0,14140000,0,0,0.0,0
A012450,KOSPI,20210726,1035,51200,51300,51200,51200,0,4400000,0,0,0.0,0
A012450,KOSPI,20210726,1034,51200,51300,51200,51300,0,15470000,0,0,0.0,0
A012450,KOSPI,20210726,1033,51300,51300,51200,51300,0,9680000,0,0,0.0,0
A012450,KOSPI,20210726,1032,51200,51300,51200,51300,0,32970000,0,0,0.0,0
A012450,KOSPI,20210726,1031,51200,51300,51200,51200,0,3700000,0,0,0.0,0
